Question_No,Question,Topic_tags,Acceptance_rate,isPremium,Difficulty,Question_Link,Solution
714, Best Time to Buy and Sell Stock with Transaction Fee,"['Array', 'Dynamic Programming', 'Greedy']",69.50%,FALSE,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/description,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/solutions
715, Range Module,"['Design', 'Segment Tree', 'Ordered Set']",43.90%,FALSE,Hard,https://leetcode.com/problems/range-module/description,https://leetcode.com/problems/range-module/solutions
716, Max Stack,"['Linked List', 'Stack', 'Design', '2+']",45.10%,TRUE,Hard,https://leetcode.com/problems/max-stack/description,https://leetcode.com/problems/max-stack/solutions
717, 1-bit and 2-bit Characters,['Array'],45.20%,FALSE,Easy,https://leetcode.com/problems/1-bit-and-2-bit-characters/description,https://leetcode.com/problems/1-bit-and-2-bit-characters/solutions
718, Maximum Length of Repeated Subarray,"['Array', 'Binary Search', '4+']",51.00%,FALSE,Medium,https://leetcode.com/problems/maximum-length-of-repeated-subarray/description,https://leetcode.com/problems/maximum-length-of-repeated-subarray/solutions
719, Find K-th Smallest Pair Distance,"['Array', 'Two Pointers', 'Binary Search', '1+']",45.40%,FALSE,Hard,https://leetcode.com/problems/find-k-th-smallest-pair-distance/description,https://leetcode.com/problems/find-k-th-smallest-pair-distance/solutions
720, Longest Word in Dictionary,"['Array', 'Hash Table', 'String', '2+']",52.90%,FALSE,Medium,https://leetcode.com/problems/longest-word-in-dictionary/description,https://leetcode.com/problems/longest-word-in-dictionary/solutions
721, Accounts Merge,"['Array', 'Hash Table', 'String', '4+']",58.20%,FALSE,Medium,https://leetcode.com/problems/accounts-merge/description,https://leetcode.com/problems/accounts-merge/solutions
722, Remove Comments,"['Array', 'String']",39.00%,FALSE,Medium,https://leetcode.com/problems/remove-comments/description,https://leetcode.com/problems/remove-comments/solutions
723, Candy Crush,"['Array', 'Two Pointers', 'Matrix', '1+']",77.00%,TRUE,Medium,https://leetcode.com/problems/candy-crush/description,https://leetcode.com/problems/candy-crush/solutions
724, Find Pivot Index,"['Array', 'Prefix Sum']",59.00%,FALSE,Easy,https://leetcode.com/problems/find-pivot-index/description,https://leetcode.com/problems/find-pivot-index/solutions
725, Split Linked List in Parts,['Linked List'],70.00%,FALSE,Medium,https://leetcode.com/problems/split-linked-list-in-parts/description,https://leetcode.com/problems/split-linked-list-in-parts/solutions
726, Number of Atoms,"['Hash Table', 'String', 'Stack', '1+']",65.10%,FALSE,Hard,https://leetcode.com/problems/number-of-atoms/description,https://leetcode.com/problems/number-of-atoms/solutions
727, Minimum Window Subsequence,"['String', 'Dynamic Programming', '1+']",43.50%,TRUE,Hard,https://leetcode.com/problems/minimum-window-subsequence/description,https://leetcode.com/problems/minimum-window-subsequence/solutions
728, Self Dividing Numbers,['Math'],79.10%,FALSE,Easy,https://leetcode.com/problems/self-dividing-numbers/description,https://leetcode.com/problems/self-dividing-numbers/solutions
729, My Calendar I,"['Array', 'Binary Search', 'Design', '2+']",58.40%,FALSE,Medium,https://leetcode.com/problems/my-calendar-i/description,https://leetcode.com/problems/my-calendar-i/solutions
730, Count Different Palindromic Subsequences,"['String', 'Dynamic Programming']",46.20%,FALSE,Hard,https://leetcode.com/problems/count-different-palindromic-subsequences/description,https://leetcode.com/problems/count-different-palindromic-subsequences/solutions
731, My Calendar II,"['Array', 'Binary Search', 'Design', '3+']",62.70%,FALSE,Medium,https://leetcode.com/problems/my-calendar-ii/description,https://leetcode.com/problems/my-calendar-ii/solutions
732, My Calendar III,"['Binary Search', 'Design', '3+']",71.80%,FALSE,Hard,https://leetcode.com/problems/my-calendar-iii/description,https://leetcode.com/problems/my-calendar-iii/solutions
733, Flood Fill,"['Array', 'Depth-First Search', '2+']",65.10%,FALSE,Easy,https://leetcode.com/problems/flood-fill/description,https://leetcode.com/problems/flood-fill/solutions
734, Sentence Similarity,"['Array', 'Hash Table', 'String']",44.50%,TRUE,Easy,https://leetcode.com/problems/sentence-similarity/description,https://leetcode.com/problems/sentence-similarity/solutions
735, Asteroid Collision,"['Array', 'Stack', 'Simulation']",44.80%,FALSE,Medium,https://leetcode.com/problems/asteroid-collision/description,https://leetcode.com/problems/asteroid-collision/solutions
736, Parse Lisp Expression,"['Hash Table', 'String', 'Stack', '1+']",52.10%,FALSE,Hard,https://leetcode.com/problems/parse-lisp-expression/description,https://leetcode.com/problems/parse-lisp-expression/solutions
737, Sentence Similarity II,"['Array', 'Hash Table', 'String', '3+']",50.30%,TRUE,Medium,https://leetcode.com/problems/sentence-similarity-ii/description,https://leetcode.com/problems/sentence-similarity-ii/solutions
738, Monotone Increasing Digits,"['Math', 'Greedy']",48.50%,FALSE,Medium,https://leetcode.com/problems/monotone-increasing-digits/description,https://leetcode.com/problems/monotone-increasing-digits/solutions
739, Daily Temperatures,"['Array', 'Stack', 'Monotonic Stack']",66.50%,FALSE,Medium,https://leetcode.com/problems/daily-temperatures/description,https://leetcode.com/problems/daily-temperatures/solutions
740, Delete and Earn,"['Array', 'Hash Table', '1+']",56.50%,FALSE,Medium,https://leetcode.com/problems/delete-and-earn/description,https://leetcode.com/problems/delete-and-earn/solutions
741, Cherry Pickup,"['Array', 'Dynamic Programming', 'Matrix']",37.30%,FALSE,Hard,https://leetcode.com/problems/cherry-pickup/description,https://leetcode.com/problems/cherry-pickup/solutions
742, Closest Leaf in a Binary Tree,"['Tree', 'Depth-First Search', '2+']",46.60%,TRUE,Medium,https://leetcode.com/problems/closest-leaf-in-a-binary-tree/description,https://leetcode.com/problems/closest-leaf-in-a-binary-tree/solutions
743, Network Delay Time,"['Depth-First Search', '4+']",55.40%,FALSE,Medium,https://leetcode.com/problems/network-delay-time/description,https://leetcode.com/problems/network-delay-time/solutions
744, Find Smallest Letter Greater Than Target,"['Array', 'Binary Search']",53.00%,FALSE,Easy,https://leetcode.com/problems/find-smallest-letter-greater-than-target/description,https://leetcode.com/problems/find-smallest-letter-greater-than-target/solutions
745, Prefix and Suffix Search,"['Array', 'Hash Table', 'String', '2+']",41.10%,FALSE,Hard,https://leetcode.com/problems/prefix-and-suffix-search/description,https://leetcode.com/problems/prefix-and-suffix-search/solutions
746, Min Cost Climbing Stairs,"['Array', 'Dynamic Programming']",66.40%,FALSE,Easy,https://leetcode.com/problems/min-cost-climbing-stairs/description,https://leetcode.com/problems/min-cost-climbing-stairs/solutions
747, Largest Number At Least Twice of Others,"['Array', 'Sorting']",49.80%,FALSE,Easy,https://leetcode.com/problems/largest-number-at-least-twice-of-others/description,https://leetcode.com/problems/largest-number-at-least-twice-of-others/solutions
748, Shortest Completing Word,"['Array', 'Hash Table', 'String']",60.70%,FALSE,Easy,https://leetcode.com/problems/shortest-completing-word/description,https://leetcode.com/problems/shortest-completing-word/solutions
749, Contain Virus,"['Array', 'Depth-First Search', '3+']",51.60%,FALSE,Hard,https://leetcode.com/problems/contain-virus/description,https://leetcode.com/problems/contain-virus/solutions
750, Number Of Corner Rectangles,"['Array', 'Math', '2+']",67.80%,TRUE,Medium,https://leetcode.com/problems/number-of-corner-rectangles/description,https://leetcode.com/problems/number-of-corner-rectangles/solutions
751, IP to CIDR,"['String', 'Bit Manipulation']",55.60%,TRUE,Medium,https://leetcode.com/problems/ip-to-cidr/description,https://leetcode.com/problems/ip-to-cidr/solutions
752, Open the Lock,"['Array', 'Hash Table', 'String', '1+']",60.40%,FALSE,Medium,https://leetcode.com/problems/open-the-lock/description,https://leetcode.com/problems/open-the-lock/solutions
753, Cracking the Safe,"['Depth-First Search', 'Graph', '1+']",57.30%,FALSE,Hard,https://leetcode.com/problems/cracking-the-safe/description,https://leetcode.com/problems/cracking-the-safe/solutions
754, Reach a Number,"['Math', 'Binary Search']",43.50%,FALSE,Medium,https://leetcode.com/problems/reach-a-number/description,https://leetcode.com/problems/reach-a-number/solutions
755, Pour Water,"['Array', 'Simulation']",47.30%,TRUE,Medium,https://leetcode.com/problems/pour-water/description,https://leetcode.com/problems/pour-water/solutions
756, Pyramid Transition Matrix,"['Bit Manipulation', 'Depth-First Search', '1+']",52.90%,FALSE,Medium,https://leetcode.com/problems/pyramid-transition-matrix/description,https://leetcode.com/problems/pyramid-transition-matrix/solutions
757, Set Intersection Size At Least Two,"['Array', 'Greedy', 'Sorting']",44.80%,FALSE,Hard,https://leetcode.com/problems/set-intersection-size-at-least-two/description,https://leetcode.com/problems/set-intersection-size-at-least-two/solutions
758, Bold Words in String,"['Array', 'Hash Table', 'String', '2+']",51.70%,TRUE,Medium,https://leetcode.com/problems/bold-words-in-string/description,https://leetcode.com/problems/bold-words-in-string/solutions
759, Employee Free Time,"['Array', 'Sorting', 'Heap (Priority Queue)']",72.30%,TRUE,Hard,https://leetcode.com/problems/employee-free-time/description,https://leetcode.com/problems/employee-free-time/solutions
760, Find Anagram Mappings,"['Array', 'Hash Table']",83.70%,TRUE,Easy,https://leetcode.com/problems/find-anagram-mappings/description,https://leetcode.com/problems/find-anagram-mappings/solutions
761, Special Binary String,"['String', 'Recursion']",62.30%,FALSE,Hard,https://leetcode.com/problems/special-binary-string/description,https://leetcode.com/problems/special-binary-string/solutions
762, Prime Number of Set Bits in Binary Representation,"['Math', 'Bit Manipulation']",70.20%,FALSE,Easy,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation/description,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation/solutions
763, Partition Labels,"['Hash Table', 'Two Pointers', 'String', '1+']",80.10%,FALSE,Medium,https://leetcode.com/problems/partition-labels/description,https://leetcode.com/problems/partition-labels/solutions
764, Largest Plus Sign,"['Array', 'Dynamic Programming']",48.50%,FALSE,Medium,https://leetcode.com/problems/largest-plus-sign/description,https://leetcode.com/problems/largest-plus-sign/solutions
765, Couples Holding Hands,"['Greedy', 'Depth-First Search', '3+']",57.80%,FALSE,Hard,https://leetcode.com/problems/couples-holding-hands/description,https://leetcode.com/problems/couples-holding-hands/solutions
766, Toeplitz Matrix,"['Array', 'Matrix']",69.20%,FALSE,Easy,https://leetcode.com/problems/toeplitz-matrix/description,https://leetcode.com/problems/toeplitz-matrix/solutions
767, Reorganize String,"['Hash Table', 'String', 'Greedy', '3+']",55.30%,FALSE,Medium,https://leetcode.com/problems/reorganize-string/description,https://leetcode.com/problems/reorganize-string/solutions
768, Max Chunks To Make Sorted II,"['Array', 'Stack', 'Greedy', '2+']",53.50%,FALSE,Hard,https://leetcode.com/problems/max-chunks-to-make-sorted-ii/description,https://leetcode.com/problems/max-chunks-to-make-sorted-ii/solutions
769, Max Chunks To Make Sorted,"['Array', 'Stack', 'Greedy', '2+']",58.70%,FALSE,Medium,https://leetcode.com/problems/max-chunks-to-make-sorted/description,https://leetcode.com/problems/max-chunks-to-make-sorted/solutions
770, Basic Calculator IV,"['Hash Table', 'Math', 'String', '2+']",55.60%,FALSE,Hard,https://leetcode.com/problems/basic-calculator-iv/description,https://leetcode.com/problems/basic-calculator-iv/solutions
771, Jewels and Stones,"['Hash Table', 'String']",88.90%,FALSE,Easy,https://leetcode.com/problems/jewels-and-stones/description,https://leetcode.com/problems/jewels-and-stones/solutions
772, Basic Calculator III,"['Math', 'String', 'Stack', '1+']",51.30%,TRUE,Hard,https://leetcode.com/problems/basic-calculator-iii/description,https://leetcode.com/problems/basic-calculator-iii/solutions
773, Sliding Puzzle,"['Array', 'Breadth-First Search', 'Matrix']",65.30%,FALSE,Hard,https://leetcode.com/problems/sliding-puzzle/description,https://leetcode.com/problems/sliding-puzzle/solutions
774, Minimize Max Distance to Gas Station,"['Array', 'Binary Search']",52.50%,TRUE,Hard,https://leetcode.com/problems/minimize-max-distance-to-gas-station/description,https://leetcode.com/problems/minimize-max-distance-to-gas-station/solutions
775, Global and Local Inversions,"['Array', 'Math']",42.40%,FALSE,Medium,https://leetcode.com/problems/global-and-local-inversions/description,https://leetcode.com/problems/global-and-local-inversions/solutions
776, Split BST,"['Tree', 'Binary Search Tree', '2+']",82.50%,TRUE,Medium,https://leetcode.com/problems/split-bst/description,https://leetcode.com/problems/split-bst/solutions
777, Swap Adjacent in LR String,"['Two Pointers', 'String']",36.90%,FALSE,Medium,https://leetcode.com/problems/swap-adjacent-in-lr-string/description,https://leetcode.com/problems/swap-adjacent-in-lr-string/solutions
778, Swim in Rising Water,"['Array', 'Binary Search', '5+']",61.70%,FALSE,Hard,https://leetcode.com/problems/swim-in-rising-water/description,https://leetcode.com/problems/swim-in-rising-water/solutions
779, K-th Symbol in Grammar,"['Math', 'Bit Manipulation', 'Recursion']",46.90%,FALSE,Medium,https://leetcode.com/problems/k-th-symbol-in-grammar/description,https://leetcode.com/problems/k-th-symbol-in-grammar/solutions
780, Reaching Points,['Math'],33.50%,FALSE,Hard,https://leetcode.com/problems/reaching-points/description,https://leetcode.com/problems/reaching-points/solutions
781, Rabbits in Forest,"['Array', 'Hash Table', 'Math', '1+']",52.90%,FALSE,Medium,https://leetcode.com/problems/rabbits-in-forest/description,https://leetcode.com/problems/rabbits-in-forest/solutions
