Brand,model,Year,kmDriven,Transmission,Owner,FuelType,PostedDate,AdditionInfo,AskPrice,CarUrl
Maruti Suzuki,maruti-suzuki-dzire,2020,"32,000 km",Automatic,first,Petrol,Sep 24,"Maruti Suzuki Dzire 1.2 VXI AMT, 2020, Petrol","₹ 6,75,000",https://olx.in/item/cars-c84-used-maruti-suzuki-maruti-suzuki-dzire-in-lajpat-nagar-jalandhar-iid-1765538915
Ford,Fiesta,2008,72630.0 km,Manual,second,Diesel,Today,"Ford Fiesta 1.4 EXI, 2008, Diesel","₹ 1,35,000",https://olx.in/item/cars-c84-used-ford-fiesta-in-koradi-road-nagpur-iid-1760391199
Honda,CRV,2007,"10,000 km",Automatic,second,hybrid,5 days ago,"Honda CR-V 2.4 Automatic, 2007, CNG & Hybrids","₹ 2,25,000",https://olx.in/item/cars-c84-used-honda-crv-in-versova-mumbai-iid-1792861599
Honda,Amaze,2015,"57,000 km",Manual,first,Petrol,Today,"Honda Amaze 1.2 SMT I VTEC, 2015, Petrol","₹ 3,50,000",https://olx.in/item/cars-c84-used-honda-amaze-in-ganga-vihar-delhi-iid-1782940156
Toyota Land,Cruiser,2013,"90,000 km",Automatic,second,Diesel,Yesterday,"Toyota Land Cruiser VX Premium, 2013, Diesel","₹ 82,00,000",https://olx.in/item/cars-c84-used-toyota-land-cruiser-in-edapally-kochi-iid-1749004668
Maruti Suzuki,Ertiga,2018,"78,231 km",Manual,first,hybrid,Yesterday,"Maruti Suzuki Ertiga VXI CNG, 2018, CNG & Hybrids","₹ 7,99,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-goregaon-west-mumbai-iid-1793082085
Maruti Suzuki,Wagon-R-1-0,2010,"74,000 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki Wagon R 1.0 VXi, 2010, CNG & Hybrids","₹ 1,75,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-1-0-in-malad-west-mumbai-iid-1793615872
Maruti Suzuki,Alto K10,2018,"74,000 km",Automatic,first,Petrol,Today,"Maruti Suzuki Alto K10 VXi (O), 2018, Petrol","₹ 3,55,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-k10-in-edapally-kochi-iid-1759841962
Jeep,Compass,2019,"42,500 km",Manual,second,Diesel,Today,Jeep compass 4×4 limited plus,"₹ 13,75,000",https://olx.in/item/cars-c84-used-jeep-compass-in-rajpur-dehradun-iid-1793123895
Mahindra,Marazzo,2018,"80,000 km",Manual,second,Diesel,Today,"Mahindra Marazzo M2, 2018, Diesel","₹ 8,50,000",https://olx.in/item/cars-c84-used-mahindra-marazzo-in-thindal-kil-erode-iid-1792660056
Maruti Suzuki,Ertiga,2014,"65,000 km",Manual,second,hybrid,Today,"Maruti Suzuki Ertiga 2012-2015 VXI CNG, 2014, CNG & Hybrids","₹ 5,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-andheri-east-mumbai-iid-1792697280
Honda,Amaze,2021,"15,000 km",Manual,first,Petrol,Today,"Honda Amaze S MT i-VTEC, 2021, Petrol","₹ 6,50,000",https://olx.in/item/cars-c84-used-honda-amaze-in-sainik-colony-faridabad-iid-1793756979
Maruti Suzuki,Ciaz,2018,"72,890 km",Automatic,first,hybrid,5 days ago,"Maruti Suzuki Ciaz Delta Automatic, 2018, CNG & Hybrids","₹ 6,90,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ciaz-in-paschim-vihar-delhi-iid-1780288738
Maruti Suzuki,Celerio,2016,"125,000 km",Automatic,first,Petrol,Today,"Maruti Suzuki Celerio 1.0 ZXI AMT, 2016, Petrol","₹ 3,45,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-maharaja-nagar-tirunelveli-iid-1789637045
Maruti Suzuki,Alto-800,2021,"36,499 km",Manual,first,Petrol,Today,"Maruti Suzuki Alto 800 2019-2023 0.8 LXI (O), 2021, Petrol","₹ 3,65,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-old-mavelikkara-mavelikkara-iid-1794213495
Maruti Suzuki,Wagon-R,2016,"95,000 km",Manual,second,hybrid,Yesterday,Maruti Suzuki Wagon R 2016 CNG & Hybrids Well Maintained,"₹ 4,21,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-tisgaon-babhaleshwar-iid-1793894176
Hyundai,Santro Xing,2014,"86,000 km",Manual,second,hybrid,Today,Santro Xing Gls 2014,"₹ 1,75,000",https://olx.in/item/cars-c84-used-hyundai-santro-xing-in-ballabhgarh-faridabad-iid-1794217945
Honda,City,2019,"45,000 km",Automatic,first,Petrol,Today,"Honda City VX Petrol CVT, 2019, Petrol","₹ 9,20,000",https://olx.in/item/cars-c84-used-honda-city-in-gandhipuram-coimbatore-iid-1787219443
Maruti Suzuki,Celerio,2015,"83,381 km",Automatic,first,Petrol,Today,"Maruti Suzuki Celerio 2014-2017 VXI AT, 2015, Petrol","₹ 4,90,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-kotapuram-thrissur-iid-1790094782
Honda,Civic,2007,"75,000 km",Automatic,second,hybrid,6 days ago,Honda Civic 2007 CNG & Hybrids 75000 Km Driven,"₹ 1,49,999",https://olx.in/item/cars-c84-used-honda-civic-in-mira-road-mumbai-iid-1793726862
Maruti Suzuki,XL6,2019,"120,000 km",Automatic,second,hybrid,5 days ago,Maruti Suzuki XL6 2019,"₹ 8,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-xl6-in-bellari-ballari-iid-1793775540
Hyundai,Grand i10,2016,"36,000 km",Manual,second,Petrol,Today,"Hyundai Grand i10 Sportz1.2 CRDi, 2016, Petrol","₹ 4,95,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-in-jp-nagar-bengaluru-iid-1788509905
Maruti Suzuki,Ertiga,2019,"75,000 km",Manual,first,hybrid,Today,"Maruti Suzuki Ertiga 1.4 VXI CNG Anniversary Edition, 2019, CNG & Hy..","₹ 8,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-prashant-vihar-delhi-iid-1790557083
Renault,Duster,2015,"98,000 km",Manual,second,Diesel,Today,Renault Duster 2015 Diesel Well Maintained,"₹ 5,00,000",https://olx.in/item/cars-c84-used-renault-duster-in-rukmani-nagar-bengaluru-iid-1793089700
Hyundai,Grand i10,2016,"90,000 km",Manual,first,hybrid,Yesterday,"Hyundai Grand i10 Sportz 1.2 Kappa VTVT, 2016, CNG & Hybrids","₹ 3,75,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-in-moti-nagar-delhi-iid-1790713777
Hyundai,Accent,2011,"78,000 km",Manual,second,hybrid,Yesterday,"Hyundai Accent 1.5 GLE, 2011, CNG & Hybrids","₹ 2,25,000",https://olx.in/item/cars-c84-used-hyundai-accent-in-khatodara-colony-surat-iid-1793698313
Toyota,Innova Hycross,2023,"20,000 km",Automatic,first,hybrid,Dec 24,"Toyota Innova Hycross 2.0 VX Hybrid 7 STR, 2023, CNG & Hybrids","₹ 33,00,000",https://olx.in/item/cars-c84-used-toyota-innova-hycross-in-thrissur-kerala-iid-1773220002
Toyota,Urban Cruiser Hyryder,2023,"14,500 km",Automatic,second,hybrid,4 days ago,Hyryder G Grade AT Hybrid,"₹ 16,99,000",https://olx.in/item/cars-c84-used-toyota-urban-cruiser-hyryder-in-gottigere-bengaluru-iid-1793911688
Maruti Suzuki,Celerio,2016,"72,000 km",Automatic,first,Petrol,Today,"Maruti Suzuki Celerio 1.0 ZXI AMT, 2016, Petrol","₹ 3,60,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-salem-east-old-salem-iid-1793845454
Honda,Civic,2010,"75,000 km",Manual,second,hybrid,5 days ago,"Honda Civic 1.8 V MT, 2010, CNG & Hybrids","₹ 2,51,000",https://olx.in/item/cars-c84-used-honda-civic-in-ghorpadi-pune-iid-1793754444
Hyundai,i20,2014,"34,000 km",Manual,first,Petrol,Today,"Hyundai i20 Petrol Asta Option, 2014, Petrol","₹ 5,50,000",https://olx.in/item/cars-c84-used-hyundai-i20-in-kolathur-balaji-nagar-chennai-iid-1759316837
Jeep,Compass,2019,"72,000 km",Automatic,second,Petrol,Today,Black Jeep Compass in excellent condition condition,"₹ 10,00,000",https://olx.in/item/cars-c84-used-jeep-compass-in-sector-82a-gurgaon-iid-1787765081
Fiat,Grande Punto,2011,"85,000 km",Manual,second,Diesel,Today,Fiat Grande Punto 2011 Diesel Well Maintained,"₹ 2,55,000",https://olx.in/item/cars-c84-used-fiat-grande-punto-in-indira-nagar-lucknow-iid-1794216741
Toyota,Camry,2018,"127,000 km",Automatic,first,hybrid,6 days ago,Camry hybrid,"₹ 15,50,000",https://olx.in/item/cars-c84-used-toyota-camry-in-bapu-nagar-bhilwara-iid-1793734309
Toyota,Corolla Altis,2018,"86,000 km",Manual,first,Petrol,Today,"Toyota Corolla Altis, 2018, Petrol","₹ 9,50,000",https://olx.in/item/cars-c84-used-toyota-corolla-altis-in-varacha-surat-iid-1793756247
Hyundai,Santro,2013,"7,251 km",Automatic,first,hybrid,Yesterday,Hyundai Santro 2013 CNG & Hybrids Well Maintained,"₹ 1,70,000",https://olx.in/item/cars-c84-used-hyundai-santro-in-sector-17-faridabad-iid-1794155381
Renault,KWID,2018,"70,000 km",Manual,first,Petrol,Today,"Renault KWID 1.0 RXT Optional, 2018, Petrol","₹ 2,99,000",https://olx.in/item/cars-c84-used-renault-kwid-in-yousuf-guda-hyderabad-iid-1793298879
Maruti Suzuki,Eeco,2017,"300,000 km",Automatic,first,hybrid,Dec 23,Maruti Suzuki Eeco 2017 CNG & Hybrids Good Condition,"₹ 3,85,000",https://olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-vasai-east-mumbai-iid-1793483557
Maruti Suzuki,Ertiga,2022,"27,000 km",Manual,first,hybrid,Yesterday,"Maruti Suzuki Ertiga 2022-2023 VXI CNG, 2022, CNG & Hybrids","₹ 10,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-dilshad-garden-delhi-iid-1790983095
Jaguar,XF,2013,"68,000 km",Automatic,second,Diesel,5 days ago,Jaguar XF 2013 Diesel Well Maintained,"₹ 10,75,000",https://olx.in/item/cars-c84-used-jaguar-xf-in-ramapuram-palai-iid-1793811530
Maruti Suzuki,Wagon R,2014,"95,000 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki Wagon R LXI 1.0, 2014, CNG & Hybrids","₹ 2,99,999",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-cadbury-junction-thane-iid-1779114916
Tata,Hexa,2018,"108,000 km",Automatic,second,Diesel,Dec 22,"Tata Hexa 2.2 XTA 4X2 7 STR, 2018, Diesel","₹ 9,91,000",https://olx.in/item/cars-c84-used-tata-hexa-in-pimple-saudagar-pune-iid-1793422095
Maruti Suzuki,Ertiga,2019,"62,000 km",Automatic,second,hybrid,3 days ago,"Maruti Suzuki Ertiga VXI CNG, 2019, CNG & Hybrids","₹ 8,20,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-south-extension-delhi-iid-1782705213
Toyota,Corolla Altis,2013,"133,000 km",Manual,second,Diesel,Today,"Toyota Corolla Altis, 2013, Diesel","₹ 5,30,000",https://olx.in/item/cars-c84-used-toyota-corolla-altis-in-hunasamaranahalli-bengaluru-iid-1793759712
Hyundai,Santro Xing,2014,"100,000 km",Automatic,second,hybrid,Dec 16,Hyundai Santro Xing 2014 CNG & Hybrids 100000 Km Driven,"₹ 2,80,000",https://olx.in/item/cars-c84-used-hyundai-santro-xing-in-lohara-aminagar-sarai-iid-1792885570
Tata,Zest,2017,"170,000 km",Manual,first,Diesel,Today,Tata Zest 2017 Diesel 170000 Km Driven,"₹ 3,00,000",https://olx.in/item/cars-c84-used-tata-zest-in-lankelapalem-visakhapatnam-iid-1794213178
Maruti Suzuki,Swift,2016,"78,000 km",Manual,second,Petrol,Today,"Maruti Suzuki Swift ZXI, 2016, Petrol","₹ 5,90,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-in-thindal-kil-erode-iid-1771827292
Toyota,Corolla Altis,2009,"92,000 km",Automatic,second,hybrid,3 days ago,"Toyota Corolla Altis 2010-2013 VL, 2009, CNG & Hybrids","₹ 3,70,000",https://olx.in/item/cars-c84-used-toyota-corolla-altis-in-kasarwadi-pune-iid-1769954675
Maruti Suzuki,Swift-Dzire,2011,"104,400 km",Automatic,second,Petrol,Today,Maruti Suzuki Swift Dzire 2011,"₹ 1,30,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-gautam-nagar-ara-iid-1794199348
Honda,Jazz,2018,"40,000 km",Automatic,first,Petrol,Today,"Honda Jazz V Automatic, 2018, Petrol","₹ 8,65,000",https://olx.in/item/cars-c84-used-honda-jazz-in-jai-bharath-nagar-bengaluru-iid-1781322891
Honda,Jazz,2016,"93,000 km",Automatic,second,hybrid,Dec 23,"Honda Jazz V Automatic, 2016, CNG & Hybrids","₹ 4,25,000",https://olx.in/item/cars-c84-used-honda-jazz-in-new-friends-colony-delhi-iid-1790316597
Chevrolet,Spark,2011,"34,000 km",Manual,first,hybrid,Today,"Chevrolet Spark 1.0 LT, 2011, CNG & Hybrids","₹ 1,25,000",https://olx.in/item/cars-c84-used-chevrolet-spark-in-naroda-ahmedabad-iid-1791933067
Maruti Suzuki,Celerio,2017,"70,000 km",Automatic,first,hybrid,Dec 09,"Maruti Suzuki Celerio 2014-2017 1.0 VXI (O) AMT, 2017, CNG & Hybrids","₹ 4,25,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-mahipalpur-delhi-iid-1792222029
Tata,Tigor,2018,"62,000 km",Automatic,first,hybrid,Dec 12,Tata Tigor 2018 CNG & Hybrids 62000 Km Driven top model,"₹ 4,90,000",https://olx.in/item/cars-c84-used-tata-tigor-in-tukwada-vapi-iid-1792533876
Maruti Suzuki,Eeco,2021,"36,000 km",Manual,first,Petrol,Today,"Maruti Suzuki Eeco CNG 5 Seater AC, 2021, Petrol","₹ 5,70,000",https://olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-parvat-patiya-surat-iid-1789171026
Maruti Suzuki,maruti-suzuki-dzire,2017,"54,000 km",Automatic,first,Diesel,Today,"Maruti Suzuki Dzire 2017-2020 VDI AMT, 2017, Diesel","₹ 3,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-maruti-suzuki-dzire-in-paschim-vihar-delhi-iid-1793423895
Maruti Suzuki,Celerio,2023,"24,853 km",Manual,first,hybrid,Today,"Maruti Suzuki Celerio 1.0 ZXI MT, 2023, CNG & Hybrids","₹ 6,75,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-kakateeya-nagar-hyderabad-iid-1792058878
Chevrolet,Spark,2011,"67,240 km",Manual,second,Petrol,Today,"Chevrolet Spark 1.0 LS, 2011, Petrol","₹ 1,20,000",https://olx.in/item/cars-c84-used-chevrolet-spark-in-sum-vihar-bhubaneshwar-iid-1793585314
Maruti Suzuki,Omni,2012,"160,000 km",Automatic,first,hybrid,Dec 09,Paiso ki jarurat,"₹ 1,60,000",https://olx.in/item/cars-c84-used-maruti-suzuki-omni-in-dheenani-ki-dhani-jodhpur-iid-1792257689
Honda,City ZX,2007,"95,000 km",Manual,second,hybrid,Yesterday,Honda City ZX CNG paper valid 2028,"₹ 1,70,000",https://olx.in/item/cars-c84-used-honda-city-zx-in-jai-laxmi-mata-chowk-nashik-iid-1792581741
Datsun,GO,2016,"100,000 km",Manual,first,hybrid,Yesterday,Datsun GO 2016 CNG & Hybrids 100000 Km Driven,"₹ 1,70,000",https://olx.in/item/cars-c84-used-datsun-go-in-nandanvan-joshipura-junagadh-iid-1790548028
Maruti Suzuki,Eeco,2021,"18,000 km",Manual,first,Petrol,Today,"Maruti Suzuki Eeco Smiles 7 Seater Standard, 2021, Petrol","₹ 3,45,000",https://olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-varkala-kallambalam-alamcode-thiruvananthapuram-district-iid-1794213865
Maruti Suzuki,Wagon-R,2020,"46,000 km",Automatic,second,hybrid,5 days ago,"Maruti Suzuki Wagon R 1.2 ZXI AGS, 2020, CNG & Hybrids","₹ 5,25,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-borivali-west-mumbai-iid-1791936738
Maruti Suzuki,S-Cross1,2018,"62,583 km",Manual,second,Diesel,Today,"Maruti Suzuki S Cross Zeta SHVS, 2018, Diesel","₹ 5,80,000",https://olx.in/item/cars-c84-used-maruti-suzuki-s-cross1-in-sarkanda-bilaspur-iid-1790559295
Hyundai,Santro Xing,2010,"45,000 km",Manual,second,Petrol,Today,"Hyundai Santro Xing XL, 2010, Petrol","₹ 1,85,000",https://olx.in/item/cars-c84-used-hyundai-santro-xing-in-vijay-nagar-indore-iid-1776504579
Maruti Suzuki,Celerio,2015,"85,000 km",Manual,first,Petrol,Today,"Maruti Suzuki Celerio 2014-2017 1.0 VXI (O) CNG, 2015, Petrol","₹ 3,75,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-indira-nagar-nashik-iid-1792381419
Maruti Suzuki,Wagon-R,2017,"34,000 km",Manual,second,hybrid,Yesterday,Maruti Suzuki Wagon R 2017 CNG & Hybrids Good Condition,"₹ 3,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-gomti-nagar-lucknow-iid-1793960855
Maruti Suzuki,Grand Vitara,2023,"25,000 km",Automatic,first,hybrid,Dec 17,"2023 Grand Vitara, Intelligent Hybrid ECVT,","₹ 19,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-grand-vitara-in-caritas-kottayam-iid-1792985284
Toyota,Innova Crysta,2021,"20,000 km",Automatic,second,Diesel,Today,"Toyota Innova Crysta [2016-2020] 2.4 ZX AT 7 STR, 2021, Diesel","₹ 30,25,000",https://olx.in/item/cars-c84-used-toyota-innova-crysta-in-iritty-kannur-iid-1784048175
Maruti Suzuki,Alto-K10,2016,"38,000 km",Manual,first,Petrol,Today,"Maruti Suzuki Alto K10 1.0 VXI, 2016, Petrol","₹ 3,25,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-k10-in-adarsh-nagar-jalandhar-iid-1791005667
Jeep,Compass,2019,"40,000 km",Automatic,second,Diesel,Today,"Jeep Compass, 2019, Diesel","₹ 11,90,000",https://olx.in/item/cars-c84-used-jeep-compass-in-ernakulam-kochi-iid-1791008338
Toyota,Etios,2011,"48,500 km",Manual,second,Petrol,Today,Toyota etios vx petrol,"₹ 3,35,000",https://olx.in/item/cars-c84-used-toyota-etios-in-kengeri-satellite-town-stage-1-bengaluru-iid-1794207956
Mercedes-Benz,E-Class,2016,"68,000 km",Automatic,second,Diesel,Today,"Mercedes-Benz E-Class E250 CDI EDITION E, 2016, Diesel","₹ 14,75,000",https://olx.in/item/cars-c84-used-mercedes-benz-e-class-in-karol-bagh-delhi-iid-1793739561
Maruti Suzuki,Swift-Dzire,2019,"95,000 km",Automatic,first,hybrid,Dec 22,Maruti Suzuki Swift Dzire 2019 CNG & Hybrids Good Condition,"₹ 5,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-ambegaon-pune-iid-1793405124
Land Rover,Discovery Sport,2017,"120,000 km",Automatic,second,Diesel,Today,"Land Rover Discovery Sport TD4 HSE 7S, 2017, Diesel","₹ 35,00,000",https://olx.in/item/cars-c84-used-land-rover-discovery-sport-in-ernakulam-hpo-kochi-iid-1781299274
Maruti Suzuki,Celerio-X,2018,"58,000 km",Automatic,first,hybrid,Dec 23,Maruti Suzuki Celerio X 2018 CNG & Hybrids 58000 Km Driven,"₹ 3,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-x-in-kishori-sewalkhas-iid-1793470923
Honda,City,2014,"69,700 km",Manual,second,Petrol,Today,"Honda City S MT, 2014, Petrol","₹ 4,80,000",https://olx.in/item/cars-c84-used-honda-city-in-tomango-bhubaneshwar-iid-1791000828
Hyundai,Elantra,2014,"82,000 km",Automatic,second,hybrid,Dec 20,Hyundai Elantra 2014 CNG & Hybrids Well Maintained,"₹ 4,20,000",https://olx.in/item/cars-c84-used-hyundai-elantra-in-sector-23-faridabad-iid-1791671924
Mercedes-Benz,A Class,2014,"35,000 km",Automatic,second,Diesel,Today,"Mercedes-Benz A Class, 2014, Diesel","₹ 7,99,000",https://olx.in/item/cars-c84-used-mercedes-benz-a-class-in-wakad-pune-iid-1788884127
Maruti Suzuki,Wagon-R,2012,"156,874 km",Automatic,second,hybrid,Dec 15,Maruti Suzuki Wagon R 2012,"₹ 1,75,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-keshav-nagar-sukhpar-iid-1764975637
Hyundai,Creta,2018,"60,000 km",Automatic,second,Diesel,Today,Excellent car,"₹ 11,00,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-amin-marg-rajkot-iid-1791824142
Maruti Suzuki,Wagon-R,2018,"50,000 km",Automatic,second,hybrid,Dec 17,Maruti Suzuki Wagon R 2018 CNG & Hybrids 50000 Km Driven,"₹ 4,70,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-battala-agartala-iid-1792905184
Maruti Suzuki,Omni,2015,"115,000 km",Automatic,first,hybrid,Dec 06,Maruti Suzuki Omni 2015 CNG & Hybrids 115000 Km Driven,"₹ 1,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-omni-in-kalyanpur-kanpur-iid-1791919054
Maruti Suzuki,Ritz,2011,"82,000 km",Manual,second,Petrol,Today,"Maruti Suzuki Ritz VXi, 2011, Petrol","₹ 3,10,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ritz-in-thudiyalur-coimbatore-iid-1785020889
Renault,KWID,2020,"18,047 km",Automatic,second,Petrol,Today,"Renault KWID 2019-Ongoing 1.0 RXT AMT (O), 2020, Petrol","₹ 4,05,000",https://olx.in/item/cars-c84-used-renault-kwid-in-cholurpalya-bengaluru-iid-1794018197
Kia,Sonet,2021,"37,000 km",Automatic,first,Petrol,Today,"Kia Sonet GTX Plus 1.5 DCT AT, 2021, Petrol","₹ 10,85,000",https://olx.in/item/cars-c84-used-kia-sonet-in-sector-38-noida-golf-course-noida-iid-1793291792
Maruti Suzuki,Brezza,2023,"19,155 km",Manual,first,hybrid,Dec 22,"Maruti Suzuki Brezza 1.5 ZXI CNG, 2023, CNG & Hybrids","₹ 12,20,000",https://olx.in/item/cars-c84-used-maruti-suzuki-brezza-in-sarita-vihar-delhi-iid-1787558618
Honda,WR-V,2017,"54,000 km",Manual,second,Petrol,Today,"Honda WR-V 1.2 VX i-VTEC, 2017, Petrol","₹ 5,80,000",https://olx.in/item/cars-c84-used-honda-wr-v-in-badauli-village-faridabad-iid-1754725799
Renault,Duster,2013,"73,500 km",Manual,second,Diesel,Today,"Renault Duster 110PS Diesel RxZ AWD, 2013, Diesel","₹ 2,59,000",https://olx.in/item/cars-c84-used-renault-duster-in-behala-kolkata-iid-1794212423
Ssangyong,Rexton,2013,"59,000 km",Automatic,second,Diesel,Dec 20,"Ssangyong Rexton RX7, 2013, Diesel","₹ 4,00,003",https://olx.in/item/cars-c84-used-ssangyong-rexton-in-bajaj-nagar-nagpur-iid-1791898750
Hyundai,Elite i20,2017,"98,000 km",Manual,first,hybrid,Today,"Hyundai Elite i20 Asta 1.2, 2017, CNG & Hybrids","₹ 5,64,000",https://olx.in/item/cars-c84-used-hyundai-elite-i20-in-pimpri-chinchwad-pune-iid-1788725002
Toyota,Corolla Altis,2009,"75,000 km",Manual,second,hybrid,3 days ago,"Toyota Corolla Altis 1.8 G CNG, 2009, CNG & Hybrids","₹ 2,35,000",https://olx.in/item/cars-c84-used-toyota-corolla-altis-in-ghorpadi-pune-iid-1793990348
Renault,KWID,2017,"91,715 km",Automatic,first,hybrid,4 days ago,"Renault KWID 1.0 RXT AMT Opt, 2017, CNG & Hybrids","₹ 3,29,000",https://olx.in/item/cars-c84-used-renault-kwid-in-mangiyawas-jaipur-iid-1792850224
Hyundai,Aura,2020,"52,000 km",Manual,first,hybrid,Dec 24,"Hyundai Aura [2020-2023] 1.2 S CNG, 2020, CNG & Hybrids","₹ 6,00,000",https://olx.in/item/cars-c84-used-hyundai-aura-in-kalyan-thane-iid-1793633779
Toyota,Fortuner,2018,"144,000 km",Automatic,second,Diesel,Today,Toyota Fortuner 2018 Diesel Good Condition,"₹ 31,50,000",https://olx.in/item/cars-c84-used-toyota-fortuner-in-thiruvanmiyur-sivagami-puram-chennai-iid-1793348508
Maruti Suzuki,Wagon-R-1-0,2006,"80,000 km",Automatic,first,hybrid,Dec 23,Gadi good condition hai aisi chalu hai CNG pass hai,"₹ 58,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-1-0-in-lodhipur-parikshitgarh-iid-1791651673
Maruti Suzuki,Swift-Dzire,2018,"73,000 km",Automatic,first,hybrid,Dec 24,Maruti Suzuki Swift Dzire 2018 CNG & Hybrids 73000 Km Driven,"₹ 3,20,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-kheri-karmun-shamli-iid-1793637876
Hyundai,Verna,2018,"75,000 km",Manual,second,Diesel,Today,"Hyundai Verna CRDi 1.6 SX, 2018, Diesel","₹ 6,75,000",https://olx.in/item/cars-c84-used-hyundai-verna-in-jhangirabad-bhopal-iid-1793129094
BMW,X1,2017,"166,666 km",Automatic,second,Diesel,Today,"BMW X1 2010-2012 sDrive 20d Exclusive, 2017, Diesel","₹ 16,66,666",https://olx.in/item/cars-c84-used-bmw-x1-in-vesu-surat-iid-1794209262
